"","datadate","JD","SOGO","BILI","HUYA","CANG","PDD","NIO","QTT","MOGU","TME","FUTU","DOYU","BEKE","SPY"
"1",2020-03-03,-0.0424942263279445,-0.00492610837438412,-0.0363569592361367,-0.00928313563692629,0.0357142857142858,-0.0458544388163156,-0.0121654501216547,0.05,-0.00564971751412435,0.00247320692497932,-0.00901639344262295,0.0230769230769232,.,-0.0286324371542268
"2",2020-03-04,0.0590931017848528,0.00247524752475248,0.049923780487805,0.0609057782404996,-0.0220689655172414,0.0139703827884885,-0.0467980295566501,-0.0285714285714287,0.0439204545454546,0.0353618421052631,0.0239867659222499,0.0225563909774436,.,0.0420330402344791
"3",2020-03-05,0.0161694374857664,-0.0271604938271605,0.0203266787658802,-0.0137389597644748,0.0084626234132581,-0.00468448608432082,-0.0387596899224806,-0.0627450980392156,0.00146954770587282,-0.00238284352660834,0.0193861066235863,-0.0171568627450981,.,-0.0332417055552006
"4",2020-03-06,-0.0551322277005827,-0.0228426395939086,-0.0508715759516186,-0.00995024875621908,0,0.017718715393134,-0.0456989247311829,-0.0104602510460251,-0.0316304347826087,-0.0390127388535032,0.0301109350237718,-0.057356608478803,.,-0.0165311115519408
"5",2020-03-09,-0.0533681214421252,0.00779220779220768,-0.0584707646176911,-0.0457286432160804,-0.00839160839160846,-0.00680087051142542,-0.0732394366197182,-0.0465116279069768,-0.0346840273880347,-0.0231980115990059,-0.167692307692308,-0.0145502645502644,.,-0.0780945337188192
"6",2020-03-10,0.0473565522425456,0.0335051546391751,0.0350318471337578,-0.00789889415481826,-0.0112834978843441,0.03231991235278,0.0638297872340425,0.124168514412417,-0.0465116279069768,0.0288379983036473,0.0850277264325323,0.0201342281879193,.,0.0517448856799037
"7",2020-03-11,-0.00645933014354061,-0.00498753117206974,-0.0126923076923077,-0.0578556263269639,-0.0228245363766049,-0.0697797824356592,-0.0514285714285715,-0.0453648915187378,0.00609756097560976,-0.0305028854080792,-0.0187393526405452,-0.0407894736842105,.,-0.0487483530961792
"8",2020-03-12,-0.0787382614977126,-0.0200501253132832,-0.0728476821192053,-0.129014084507042,-0.105109489051095,-0.0641756988020536,-0.0572289156626505,-0.00619834710743805,-0.296969696969697,-0.0408163265306123,-0.095486111111111,-0.0521262002743484,.,-0.0956772124216358
"9",2020-03-13,0.0378985886042866,0.0281329923273657,-0.0180672268907562,-0.00388098318240626,0.00163132137030986,0.0289545870161534,-0.00638977635782745,0.00623700623700629,-0.0517241379310344,0.0106382978723405,0.00767754318618041,0.115774240231548,.,0.0854862762484381
"10",2020-03-16,-0.112566104255855,-0.139303482587065,-0.0517757809157039,-0.0623376623376624,-0.022801302931596,-0.0465047393364929,-0.0546623794212219,-0.121900826446281,-0.0909090909090909,-0.0307017543859649,0.0323809523809524,-0.0440985732814526,.,-0.10942373384821
"11",2020-03-17,0.0882519863791147,0.0173410404624277,0.0988267148014441,0.0283933518005541,0.0116666666666667,0.0372786579683133,-0.0136054421768708,0.00470588235294112,0.04,-0.0497737556561086,0.0479704797047971,0.0678426051560379,.,0.0539920783823225
"12",2020-03-18,-0.0169491525423728,-0.09375,-0.137166324435318,-0.167676767676768,-0.120263591433278,-0.0485175202156335,-0.162068965517241,-0.0398126463700234,-0.00961538461538458,-0.0476190476190477,-0.217429577464789,-0.0177890724269377,.,-0.0506329113924051
"13",2020-03-19,-0.0129973474801062,0.0376175548589341,-0.00809138505473594,0.0550161812297734,-0.0617977528089888,0.0638967579477494,-0.0205761316872429,-0.107317073170732,0.281553398058253,-0.016,-0.0134983127109113,0.040103492884864,.,0.00212499999999993
"14",2020-03-20,0.012093523246439,0.0241691842900302,-0.0311900191938579,0.0245398773006136,0.117764471057884,-0.00680473372781054,0.00840336134453779,-0.101092896174863,-0.159090909090909,-0.0345528455284553,-0.0114025085518814,-0.0982587064676615,.,-0.0486882042326722
"15",2020-03-23,0.0252257036643655,-0.0294985250737463,0.00346706290242693,0.00973053892215581,-0.105357142857143,0.0157879058683348,-0.0125,-0.282674772036474,0.018108108108108,-0.00526315789473697,-0.0380622837370242,-0.0344827586206896,.,-0.0255681818181819
"16",2020-03-24,0.0621600621600622,0.0182370820668694,0.0957551826258636,0.0511489992587102,0.0528942115768465,0.0571847507331378,0.0970464135021096,0.194915254237288,0.123794354481904,0.0518518518518518,0.0671462829736211,-0.0442857142857143,.,0.0906032742767438
"17",2020-03-25,0.00829066081443552,0.0417910447761194,0.0301801801801802,0.0564174894217209,-0.0597156398104266,0.0335644937586685,0.0615384615384613,-0.024822695035461,-0.094488188976378,-0.0191146881287726,0.0674157303370786,-0.00298953662182366,.,0.0149701830146001
"18",2020-03-26,0.0159613059250301,-0.0343839541547278,0.00743331875819853,0.114819759679573,0.0786290322580645,-0.00670960815888355,0.0615942028985508,-0.0399999999999999,-0.0434782608695651,0.0235897435897436,0.0315789473684212,0.0284857571214394,.,0.0583897240568905
"19",2020-03-27,-0.0442751725779577,-0.0326409495548963,-0.0403645833333334,-0.0125748502994012,-0.0654205607476634,-0.0456633342339907,-0.0307167235494882,-0.0719696969696969,-0.0727272727272728,-0.0511022044088176,-0.0377551020408164,-0.0364431486880467,.,-0.0297856049004595
"20",2020-03-30,0.005977584059776,0.00613496932515334,0.038444142921755,0.0248635536688901,0.0699999999999998,0.00877689694224237,-0.0457746478873239,-0.0571428571428572,0.0392156862745099,0.0221752903907073,-0.0201484623541887,-0.0559757942511346,.,0.0324757319864257
"21",2020-03-31,0.00272344639762312,0.024390243902439,0.020034843205575,0.00295857988165693,0.0448598130841122,0.0112264945270839,0.0258302583025829,0.0346320346320346,0.0801886792452831,0.0392561983471076,0.024891774891775,0.0272435897435896,.,-0.0149054079877698
"22",2020-04-01,0.0101234567901234,-0.0148809523809523,0.0273270708795899,-0.0147492625368731,-0.0608228980322003,-0.00360810435747994,-0.0467625899280575,0.00418410041841,-0.0895196506550219,0.00596421471172959,0.0454065469904963,-0.0218408736349455,.,-0.0450048496605238
"23",2020-04-02,-0.0202884380347103,0.0060422960725075,0.0149625935162097,0.0173652694610777,0.0285714285714287,0.0105849582172703,-0.0981132075471698,0.0291666666666668,-0.0598561151079137,0.0879446640316206,0.0242424242424242,0.0446570972886762,.,0.0230753605525087
"24",2020-04-03,-0.00474051896207583,-0.00900900900900903,-0.0126945126945128,-0.0600353148911122,-0.0629629629629631,0.0170893054024255,0.00418410041841,-0.0526315789473686,-0.0207121722273237,-0.0345140781108083,0.0394477317554238,0.0931297709923664,.,-0.0144541952904738
"25",2020-04-06,0.0418651291050389,0.0212121212121212,0.0601410203235171,0.0100187852222917,0.00592885375494068,0.0430894308943091,0.0291666666666668,0.0641025641025643,0.0141696186705564,-0.00376293508936976,0.0246679316888048,0.0432960893854748,.,0.0671662838954028
"26",2020-04-07,0.0103464870067373,0.0118694362017804,0.0363849765258215,-0.0650960942343459,0.00196463654223966,0.055598856845934,0.0931174089068825,0.0441767068273091,-0.00955414012738864,0.0132200188857414,-0.0240740740740742,-0.0200803212851405,.,0.00101940647889442
"27",2020-04-08,-0.0195284591569421,0.00293255131964809,-0.0109475273688184,0.0192307692307692,0.0235294117647058,-0.0226433669702191,0.0148148148148148,0.0307692307692309,0.00611969712685401,0.0242311276794036,0.00759013282732446,-0.0437158469945356,.,0.0335684381246935
"28",2020-04-09,0.0240466358999269,0.0233918128654971,0.0240458015267175,0.0162654521795706,-0.00316091954022979,0.0334928229665072,-0.0255474452554746,0.0186567164179103,-0.0309278350515464,-0.00181983621474069,-0.00188323917137467,0.0428571428571429,.,0.0152173119731416
"29",2020-04-13,0.0147058823529413,-0.00857142857142856,-0.023108460678345,0.0211267605633803,0.0300759104448929,0.0092592592592593,0.112359550561798,0.0073260073260073,0.0851063829787235,-0.00638103919781219,-0.0169811320754717,-0.010958904109589,.,-0.00913012221423426
"30",2020-04-14,0.0252454417952315,-0.0115273775216138,0.04845478824876,0.0394984326018808,0.0195895522388059,0.0388701110574601,0.0134680134680134,0.109090909090909,-0.028921568627451,0.0201834862385319,0.017274472168906,0.0138504155124655,.,0.0294928535151999
"31",2020-04-15,0.0168718650250799,-0.0262390670553937,0.022561863173217,-0.00241254523522316,-0.0512351326623971,0.0199860562398326,0.0631229235880399,-0.0754098360655737,0.019989904088844,-0.0260791366906474,-0.00943396226415094,-0.0122950819672131,.,-0.0212481059938688
